internship	n::<美>实习医师	internship programs::实习计划；实习课程
marital	adj::婚姻的；夫妇间的	marital status::婚姻状况¦marital violence::婚姻暴力；婚后暴力
maritime	adj::海的；海事的；沿海的；海员的	maritime law::海商法；海洋法¦maritime court::海事法庭¦maritime navigation::海上航行；水运；航海学；海洋船舶驾驶¦maritime arbitration commission::海事仲裁委员会¦maritime lien::（法）海上留置权¦maritime climate::海洋性气候；海岸气候¦maritime rights::海洋权
mark	n::标志；马克；符号；痕迹；分数¦v::作记号	trade mark::商标；特征¦mark on::标上；在…上做记录¦mark twain::n. 马克·吐温（美国小说家）¦mark in::加画，绘入¦mark with::在…上面标上…¦question mark::问号¦beyond the mark::adv. 越界；过度¦on the mark::◎切题的，恰当的，中肯的¦good mark::◎操行良好的标记；良好的评分¦mark out::规划，制定¦main mark::主标志；包装货标¦high mark::高分；高潮线¦certification mark::证明商标；商品标志¦punctuation mark::n. 标点符号¦registered trade mark::注册商标¦shipping mark::唛头；发货标记；装运标志¦full mark::满分¦off the mark::不相关¦water mark::n. 水位标志；潮汐标尺；水印¦hit the mark::打中目标；达到目的；成功
marked	adj::显著的；有记号的¦v::表示（mark的过去分词）；作记号；打分数	marked with::标有¦marked freight prepaid::注明运费预付¦marked price::标价；标明价目
marker	n::记分员；书签；标识物；作记号的人	genetic marker::遗传标记（等于marker或marker gene）¦marker gene::标志基因¦permanent marker::永久性标记¦marker pen::标记笔
market	n::市场；行情；股票市场；市面；集市；销路；商店¦v::在市场上出售	market economy::[经]市场经济¦socialist market economy::社会主义市场经济¦in the market::在市场里；想买的¦market competition::市场竞争¦stock market::股票市场；证券市场；股票交易¦international market::国际市场¦on the market::上市；出售的¦market share::市场占有率¦market demand::市场需求¦real estate market::房地产市场；不动产市场¦capital market::资本市场¦domestic market::国内市场¦property market::地产市场；房地产市场；物业市场¦market development::市场发展；市场开发¦market price::市价¦home market::国内市场¦market research::n. 市场调查¦market mechanism::市场机制；市场调节作用¦housing market::住宅区市场¦financial market::金融市场
marketing	n::行销，销售¦v::出售；在市场上进行交易；使…上市（market的ing形式）	marketing strategy::行销策略；市场战略¦marketing network::营销网¦marketing management::营销管理；销售管理¦sales and marketing::销售和市场；市场销售部¦marketing system::市场营销体系¦marketing department::市场部，销售部¦marketing channel::销售渠道，行销通道¦marketing plan::销售计划¦international marketing::[经济]国际市场销售¦integrated marketing::整合营销；整合行销；整合市场营销¦direct marketing::直接行销¦marketing research::销售调研¦marketing planning::行销计划¦marketing manager::市场销售经理¦marketing environment::营销环境，行销环境；市场营销环境¦relationship marketing::n. 关系营销¦marketing mix::行销组合，营销组合¦marketing concept::市场营销观念¦marketing campaign::营销活动¦marketing communication::营销传播；销售信息交流
marking	n::标志；打分；做记号；斑纹¦v::注意；作记号于；给…打分数（mark的ing形式）	marking machine::n. 打标机，标印机器；印字机；打号机¦road marking::道路标记，路标；路面标示¦marking system::记分制；评分系统¦marking out::划线；标出¦marking scheme::评分方案¦marking off::搭色；画线；刻线¦identification marking::打印标号；识别标志¦marking device::标印装置；压纹装置；记录装置¦marking tape::标志带，警示胶带¦terminal marking::终端标记；端子记号
marksman	n::神射手；不能用笔署名者	
marmalade	n::橘子或柠檬等水果制成的果酱¦vt::涂橘子或柠檬酱于…¦adj::橘子酱色的	orange marmalade::桔子酱；苦橙；橙皮马末兰果酱
marquee	n::选取框；大天幕；华盖	
marriage	n::结婚；婚姻生活；密切结合，合并	marriage law::婚姻法¦happy marriage::美满的婚姻¦marriage certificate::结婚证书¦gay marriage::同性恋婚姻¦successful marriage::成功的婚姻¦marriage registration::结婚登记¦by marriage::与婚姻有关的，因婚姻而产生的¦marriage ceremony::结婚仪式，结婚典礼¦marriage age::结婚年龄¦marriage proposal::求婚¦marriage license::结婚证¦arranged marriage::家庭包办婚姻¦marriage contract::（婚前预定财产权，继承权等的）结婚契约¦forced marriage::逼婚¦trial marriage::试婚¦mercenary marriage::买卖婚姻；着眼实利的婚姻¦mixed marriage::异族通婚¦civil marriage::公证结婚；世俗婚礼；非宗教仪式婚姻¦propose marriage::求婚¦marriage vows::婚礼宣誓
married	adj::已婚的，有配偶的；婚姻的，夫妇的；密切结合的¦n::已婚者¦v::结婚，与…结婚（marry的过去式）	get married::结婚¦got married::结婚（get married的过去式）¦married couple::新婚夫妻¦married life::婚后生活¦married person::已婚人士¦are you married::你结婚了吗
marrow	n::髓，骨髓；精华；活力	bone marrow::骨髓¦marrow cell::骨髓细胞¦marrow cavity::骨髓腔¦chilled to the marrow::寒冷彻骨
marry	v::嫁；娶；与……结婚¦n::(Marry)人名；(阿拉伯)马雷；(法)马里	marry him::嫁给他¦marry into::通过结婚成为…的一员¦marry up::结婚；结合；配合；联合
Mars	n::战神；[天] 火星	
marsh	n::沼泽；湿地¦adj::沼泽的；生长在沼泽地的	marsh gas::甲烷，沼气¦salt marsh::盐沼；盐碱滩
marshal	n::元帅；司仪¦v::整理；引领；编列	field marshal::n. 陆军元帅¦air marshal::（英国）空军中将
mart	n::集市；商业中心	
martial	adj::军事的；战争的；尚武的¦n::(Martial)人名；(法)马夏尔	martial art::武术（源于东方的几种搏斗技巧）¦martial law::戒严令；戒严法；军事管制¦martial artist::武术家¦martial music::军乐¦court martial::军事法庭
martyr	v::牺牲；折磨；杀害¦n::烈士；殉道者	
marvel	n::奇迹¦v::对…感到惊异	marvel at::v. 对…惊奇
marvellous	adj::不可思议的；惊人的	
Marxism	n::马克思主义¦adj::马克思的；马克思主义的	principles of marxism::马克思主义原理¦philosophy of marxism::n. 马克思主义哲学
Marxist	n::马克思主义者¦adj::马克思主义的	
mascot	n::吉祥物；福神（等于mascotte）	olympic mascot::奥运会吉祥物
masculine	adj::男性的；阳性的；男子气概的¦n::男性；阳性，阳性词	
masculinity	n::男性；男子气；刚毅	
mash	n::饲料；糊状物；麦芽浆¦v::捣碎；调情	
mask	n::面具；口罩；掩饰¦v::掩饰；戴面具；化装	face mask::面罩；面具¦oxygen mask::n. 氧气面罩¦shadow mask::荫罩；障板¦subnet mask::n. 子网掩码¦gas mask::[化]防毒面具，毒气面具¦surgical mask::医用口罩；手术口罩；外科医生的口罩¦under the mask of::在…假面具下；假借…之名；假称；假托¦protective mask::防毒面具¦solder mask::焊接掩模；焊接淹模¦mask off::[计]屏蔽
masked	adj::戴面具的；掩蔽的¦v::戴面具；掩饰；使模糊（mask的过去分词）	masked ball::假面舞会；化装舞会
mason	n::泥瓦匠；共济会会员（等于freemason）¦vt::用砖瓦砌成	
masquerade	v::化装；伪装¦n::伪装；化妆舞会	
mass	n::块，团；群众，民众；大量，众多；质量¦adj::群众的，民众的；大规模的，集中的¦v::聚集起来，聚集	rock mass::岩体；岩块，岩块体；岩石层¦mass transfer::质量传递，传质；质量转移¦mass production::大量生产¦mass media::大众传播媒体¦mass media (of communications)::大众传媒¦in mass::整个的；全部的¦mass spectrometry::[化]质谱分析法¦a mass of::adj. 大量的¦the mass of::大多数¦in the mass::总体上，总的来说¦mass customization::大规模定制；大众化定制¦mass flow::质量流；质量流量¦mass transit::公共交通；集体运输，大众运输¦mass fraction::n. 质量分数¦mass concrete::大块混凝土；无钢筋混凝土¦body mass index::身体质量指数；体质指数；体质指数¦mass culture::大众文化；大量培养¦mass ratio::[化]质量比¦weapons of mass destruction::大规模杀伤性武器¦molecular mass::分子质量；分子量
massacre	v::残杀；彻底击败¦n::大屠杀；惨败	
massage	v::按摩；揉¦n::按摩；揉	foot massage::足部按摩；脚底按摩¦massage chair::按摩椅¦massage oil::按摩油¦therapeutic massage::保健按摩¦massage parlor::n. 按摩院；（挂按摩院招牌的）妓院
massive	adj::大量的；巨大的，厚重的；魁伟的	massive retaliation::大规模报复
mast	n::桅杆；柱；橡树果实¦vt::在…上装桅杆	mast cell::肥大细胞；柱状细胞¦at half mast::◎下半旗(志哀)¦before the mast::◎在前桅的前部分，在艏；在艏楼¦half mast::vt. 下半旗¦guyed mast::拉线式电杆
master	v::控制；精通；征服¦n::硕士；主人；大师；教师¦adj::主人的；主要的；熟练的	master of::控制；精通…的能手¦master degree::硕士学位；研究生¦master plan::总体规划；蓝图¦great master::宗师，大师¦master bedroom::主卧室¦master planning::总体规划；主规划¦master of science::理学硕士，理科硕士¦master piece::杰出的事¦master station::主站；重站；主控台；总机¦be master of oneself::能自制，能控制自己的感情¦master computer::主计算机¦master control::主控制¦master key::万能钥匙，难题解决法；总电键¦master batch::母料¦master of business administration::工商管理学硕士¦master cylinder::主缸；制动缸；控制缸¦master data::[计]主数据¦master card::主卡片¦master of ceremonies::司仪；节目主持人¦master schedule::主要图表， 综合图表；设计任务书；主要作业表
mastermind	v::策划¦n::优秀策划者；才子	
masterpiece	n::杰作；绝无仅有的人	
mastery	n::掌握；精通；优势；征服；统治权	mastery learning::掌握学习；通达学习；精熟学习
mat	n::垫；垫子；衬边¦v::缠结；铺席于……上¦adj::无光泽的	on the mat::受责备；受审问¦chopped strand mat::短切毡¦glass mat::玻璃席¦rubber mat::橡胶垫¦floor mat::地毯¦door mat::门垫¦straw mat::草席；蚕用草荐¦mouse mat::鼠标垫¦bath mat::浴室脚垫；浴室防滑垫¦place mat::餐具垫¦earth mat::接地网
match	v::使比赛；使相配；敌得过，比得上；相配；与…竞争¦n::比赛，竞赛；匹配；对手；火柴	football match::足球赛；足球比赛¦match with::使和……相匹配¦well matched::相称，相配¦league match::联赛¦no match for::无法对抗¦match up::使相配，使协调¦boxing match::n. 拳赛¦best match::最佳匹配¦mix and match::混合搭配¦color match::色比配¦friendly match::友谊赛¦shooting match::◎射击比赛¦have a match::比赛；进行一场比赛；举行一场比赛¦final match::决赛¦match condition::符合条件¦phase match::相位匹配，相匹配¦match play::比洞赛（一种高尔夫球比赛方式）；对抗赛；一对一比赛¦warm-up match::热身赛¦exact match::准确匹配¦match point::比赛中为获胜所必需的最后一分；决胜点
