abandon	ə'bændən	ə'bænd(ə)n	v::离弃；放弃	with abandon::恣意地，放纵地¦abandon ship::弃船	How could she abandon her own child?::她怎么能抛弃自己的孩子？
brass	bræs	brɑːs	n:: 黄铜； 黄铜器； 铜管乐器	top brass::[口]高级军官；[口]要员；[航海]顶部轴衬¦brass wire::黄铜丝，铜丝¦brass band::n. 军乐队；黄铜带；吹奏乐队¦brass tacks::基本事实；事实真相；黄铜平头钉¦brass ball::黄铜球¦brass instrument::铜管乐器¦brass plate::n. 黄铜名牌¦brass ball valve::黄铜球阀¦brass alloy::黄铜合金¦brass ring::黄铜圈¦antique brass::古铜色¦brass casting::黄铜铸造；黄铜铸件¦brass fittings::黄铜配件¦yellow brass::黄铜，铜锌合金¦brass plated::镀黄铜	an old brass bedstead::老式黄铜床架
rigorous	'rɪɡərəs	'rɪgərəs	adj:: 严密的； 严格的， 严厉的； 严酷的		a rigorous analysis of defence needs::对国防需求的缜密分析¦the rigorous standards required by the college::大学规定的严格标准
activate	'æktə'vet	'æktɪveɪt	vt:: 激活； 使活动， 使活化		Cooking fumes may activate the alarm.::烹调时的油烟可能会触发警报器。¦The yeast’s growth is activated by sugar and warmth.::糖分和温暖的环境会激发酵母菌的生长。
unbeatable	ʌn'bitəbl	ʌn'biːtəbl	adj:: 无敌的， 不可战胜的		carpets at unbeatable prices::价格最优惠的地毯
supervisor	'supɚvaɪzɚ	'suːpəvaɪzə(r)	n:: 监督人， 管理人， 指导者； 主管	production supervisor::生产主管¦warehouse supervisor::仓库主管；仓库管理人¦sales supervisor::销售主管；销售监管；销售主任¦project supervisor::项目主管¦accounting supervisor::会计主管；财务主管¦safety supervisor::安全监督员；安全督导员¦operation supervisor::操作管理程序，操作主管人¦supervisor mode::管态，管理方式；监督模态¦purchasing supervisor::采购主管	...a full-time job as a supervisor at a factory.::…在一家工厂担任监督员的一项全职工作。
boundary	'baʊndri	'baundəri	n:: 分界线； 边界	boundary condition::边界条件，界面条件¦boundary value::边值；边界值¦boundary layer::边界层¦boundary element method::边界元法；边界要素法¦grain boundary::[冶]晶界¦boundary line::边界线；疆界线¦moving boundary::移动边界；移动界面¦turbulent boundary layer::湍流边界层；紊两面层¦boundary surface::界面；边界面¦outer boundary::外边界¦boundary point::边界点¦natural boundary::自然边界¦plate boundary::板块边缘，板块边界¦crystal boundary::晶界；晶体间界¦lower boundary::下边界¦boundary lubrication::边界润滑¦phase boundary::相界面；相界线¦boundary layer flow::边界层怜；边界层流动¦upper boundary::上边界¦boundary layer separation::边界层分离（现象）	National boundaries are becoming increasingly meaningless in the global economy.::在全球经济中，国界已经变得越来越没有意义。¦We would need their agreement to build outside the city boundary .::我们在市界以外的地方建房需要他们批准。¦The stream curves round to mark the boundary of his property.::小河打了个弯，为他这块地划出了边界。¦Anything that crosses the boundary of a black hole cannot get back.::任何物质只要跨越黑洞的界线就再也无法出来。¦We walked through the churchyard towards the boundary wall .::我们穿过教堂墓地，向院墙走去。¦The property’s boundary line is 25 feet from the back of the house.::这块地产的边界线在屋后25英尺的地方。¦boundary disputes between neighbouring countries::邻国之间的边界争端
supportive	sə'pɔrtɪv	sə'pɔːtɪv	adj:: 支持的， 支援的； 赞助的； 鼓励的； 同情的	supportive care::支持性护理；维持疗法¦supportive policy::扶持政策¦supportive treatment::支持性治疗	My family were very supportive throughout the divorce.::离婚过程中我的家人自始至终都很支持我。
enigma	ɪ'nɪgmə	ɪ'nɪgmə	n:: 谜， 谜一样的人或事		The neighbours regarded him as something of an enigma.::邻居们把他当成谜一样的人。
barrage	bə'rɑʒ	'bærɑːʒ	n:: 弹幕射击； 火力网		
trick	trɪk	trɪk	n::诡计，花招¦vt:: 欺诈， 哄骗	do the trick::获得成功¦trick or treat::不招待就使坏（指万圣节孩子们挨家逐户要糖果等礼物，如不遂愿便恶作剧一番的风俗）¦hat trick::帽子戏法（指连入三球），[板球]连中三柱（使对方三击球手退场）¦play a trick::（搞）恶作剧，捉弄¦dirty trick::卑鄙手段¦play a trick on::开……的玩笑；捉弄……¦clever trick::高明的把戏；聪明的花招；熟练的伎俩¦trick question::偏题¦confidence trick::骗局；欺诈¦trick or treating::不给糖果就捣蛋	Pretending he doesn’t remember is an old trick of his.::假装不记得是他的老花招了。¦He didn’t really lose his wallet - that’s just a trick.::他并没有真的丢了钱包——这只是一个骗局。
gill	ɡɪl	gɪl	n:: 鳃	to the gills::[口语]完全地，彻底地，充分地¦fed to the gills::[美国俚语]感到厌烦¦gill net::刺网	
define	dɪ'faɪn	dɪ'faɪn	vt:: 下定义； 限定	define as::vt. 解释为	I’ll now try to define the term ‘popular culture’.::我现在来试试给 “通俗文化” 这个词下定义。¦Define precisely what you mean by ‘crime’.::把你说的 “犯罪” 明确定义一下。
photocopy	'fotokɑpi	'fəutəukɒpi	v::影印，复印¦n:: 影印本， 复印件		Leave the papers with me and I’ll get them photocopied.::把文件留给我，我来复印。
render	'rɛndɚ	'rendə(r)	vt:: 使得， 致使； 给予， 以…回报； 提供； 呈报， 递交； 表达； 表演； 翻译	account rendered::[经]结欠清单¦render services::提供服务¦render an account::报帐；开送账单	an obligation to render assistance to those in need::为有困难的人提供援助的义务¦a bill of $3,200 for services rendered::一张3,200美元服务费的账单
frontier	frʌn'tɪr	'frʌntɪə(r)	n::边境，边界；开发地区的边缘地带；	new frontier::新边疆；新境界¦frontier trade::边境贸易¦efficient frontier::有效边界；效率前缘¦frontier orbital::前沿轨道	a novel about a family’s struggle on the American frontier::描写一家人在美国边远地区奋斗的小说
manifest	'mænɪfɛst	'mænɪfest	adj::明显的¦vt::表明，显示¦n:: 货物清单	manifest destiny::天定命运¦assembly manifest::[计]程序集清单；装配件清单	a manifest error of judgment::明显的判断错误
buffalo	'bʌfəlo	'bʌfələu	n:: 水牛； 野牛	water buffalo::水牛	The hunter trailed the wounded buffalo through the bush.::猎人在灌木丛中追踪那只受伤的美洲野牛。¦To remind American citizens to protect the environment, the government issued this buffalo nickel.::为了提醒美国公民保护环境，政府就发行了这种野牛镍币。¦Humans then may develop living communities where the deer, buffalo, elk and bear, or elephant, giraffe and hippo freely roam again.::或许有一天，人类会组织生活社区，在那里鹿、野牛、麋鹿、熊、大象、长颈鹿和河马会再一次自由倘佯。
relieve	rɪ'liv	rɪ'liːv	vt:: 救济； 缓解	relieve oneself::v. 大小便¦relieve stress::减压，缓解压力¦relieve from::从…中解除，减轻¦relieve of::解除；消除；减轻…之…	Drugs helped to relieve the pain.::药物有助于舒缓疼痛。
abstraction	æb'strækʃən	æb'strækʃn	n:: 抽象	data abstraction::数据抽象	He’s always talking in abstractions.::他老是谈抽象的东西。
quartz	kwɔrts	kwɔːts	n:: 石英	quartz sand::[化]石英砂¦quartz crystal::石英晶体¦quartz vein::石英脉¦quartz glass::石英玻璃¦quartz tube::石英管¦quartz diorite::石英闪长岩¦quartz sandstone::石英砂岩¦quartz powder::石英粉¦quartz watch::n. 石英表；石英钟¦quartz clock::n. 石英钟¦fused quartz::熔凝石英¦quartz plate::晶体片；水晶片；石英片¦quartz lamp::石英灯¦quartz oscillator::[电]石英振荡器；水晶振子¦rose quartz::蔷薇石英，粉晶	quartz crystals::石英晶体¦a quartz watch::石英表
adjacent	ə'dʒesnt	ə'dʒeɪsnt	adj:: 邻近的， 毗连的	adjacent rock::围岩¦adjacent structure::毗连建筑物¦adjacent sea::近海；边缘海；邻海¦adjacent side::邻边¦adjacent channel::相邻信道¦adjacent building::相邻建筑物	We stayed in adjacent rooms.::我们住在毗连的房间里。
transport	'trænspɔrt	træn'spɔːt; trɑːn-	n:: 运输， 运送； 运输系统， 运载工具¦vt:: 运输， 运送， 搬运	passenger transport::客运¦public transport::公交车¦transport system::运输系统；传输系统¦air transport::航空运输¦container transport::集装箱运输¦transport network::[计]运输网¦road transport::公路运输；铁路运输；陆路运输¦means of transport::运输工具¦water transport::水路运输¦freight transport::货物运输¦railway transport::铁路运输¦sediment transport::沉积物运移；泥沙流移；土砂流送¦rail transport::铁路运输¦cargo transport::货运；运货船/机¦transport service::传输业务；传送服务¦transport capacity::n. 运输能力，输送能力¦transport company::转运（货运）公司¦storage and transport::储运¦international transport::[经]国际运输¦transport equipment::运输设备，运输器材	commuters who travel on public transport::乘坐公共交通车辆上下班的人¦It’s easier to get to the college if you have your own transport (= a car, bicycle etc ) .::如果你有自己的交通工具，去学院就会更方便。
requirement	rɪ'kwaɪɚmənt	rɪ'kwaɪəmənt	n:: 需要， 需求， 要求； 需要的东西； 必要条件	requirement for::需要¦design requirement::设计需求¦technical requirement::技术要求；技术条件；技巧请求¦quality requirement::质量要求¦special requirement::特殊要求；特殊需求¦requirement analysis::需求分析¦water requirement::[化]需水量¦job requirement::职位要求，工作要求¦performance requirement::性能需求；性能规格¦functional requirement::功能要求；功能条件说明书¦material requirement::物料需求；材料需要量¦safety requirement::安全要求；安全规定；安全规格¦meet requirement::满足要求；达到要求¦general requirement::基本要求¦security requirement::安全性要求¦reserve requirement::准备金要求；准备金的规定¦legal requirement::法律要件¦energy requirement::能量需要；能源需要¦operational requirement::工作需求；作战需求¦margin requirement::保证金要求；法定保证金	The refugees’ main requirements are food and shelter.::难民的主要需求是食物和住所。
specific	spɪ'sɪfɪk	spə'sɪfɪk	adj:: 特定的； 明确的	specific surface::比表面；比表面积；表面系数¦specific surface area::比表面积¦specific gravity::比重¦specific area::[化]比表面积；特定地区¦specific heat::n. 比热¦specific energy::比能¦specific power::功率系数¦specific performance::具体履行¦specific strength::比强度；强度系数¦specific request::特殊请求；详细而具体的请求¦specific function::特殊功能¦specific character::特点；种特征；特有性格¦specific resistance::比电阻；电阻系数¦specific product::具体产品；特定产品¦specific speed::比转速；比速；特有速度¦specific form::非凡形式；特殊形式¦specific items::具体项目；特殊条款¦specific value::n. 比值¦specific volume::比容；比体积；[计]特定卷¦specific pressure::比压；单位压力	games suitable for specific age groups::适合特定年龄组的游戏¦a specific example of alcohol’s effect on the body::酒精对身体影响的具体例子
estuary	'ɛstʃʊ'ɛri	'estʃʊəri	n:: 河口， 河口湾		the Thames estuary::泰晤士河河口
engage	ɪn'ɡedʒ	ɪn'geɪdʒ	v:: 吸引； 占用； 使从事于， 使忙于； 雇用， 聘用； 与交战； 啮合， 衔接	engage in::从事于（参加）¦engage with::交战；与…接洽¦engage on::从事；开始	Are you so tired you don’t have the energy to engage with your kids?::你难道累得都没有精力陪你的孩子们了吗？
whisper	'wɪspɚ	'wɪspə(r)	n&v:: 低语	in a whisper::低声地，悄声地	You don’t have to whisper, no one can hear us.::你不必轻声轻语，没人听得到我们说话。¦‘I’ve missed you,’ he whispered in her ear.::“我想你了。”他在她耳边低语道。
appetite	'æpəˌtaɪt	'æpɪtaɪt	n:: 食欲， 胃口； 欲望	appetite for::对…的欲望¦loss of appetite::食欲不振¦good appetite::很好的胃口¦risk appetite::风险胃纳¦poor appetite::食欲不振¦appetite for risk::风险偏好；风险容量¦have a good appetite::v. 胃口好	Her husband always had a huge appetite.::她丈夫向来胃口极大。¦Symptoms include tiredness and loss of appetite.::症状包括疲倦和食欲不振。
strategy	'strætədʒi	'strætədʒi	n:: 战略， 策略	development strategy::发展战略¦control strategy::控制策略¦marketing strategy::行销策略；市场战略¦management strategy::管理战略；治理策略；决策管理¦business strategy::经营策略；商业策略；企业发展战略¦strategy management::策略管理¦competitive strategy::竞争战略；竞争策略¦investment strategy::n. 投资策略，投资战略¦market strategy::市场策略；市场战略¦learning strategy::学习策略¦sales strategy::推销战略，销售策略¦strategy of sustainable development::可持续发展战略¦overall strategy::全面战略¦corporate strategy::公司策略¦global strategy::全球战略；全球策略¦military strategy::军事战略；军事战略学¦internationalization strategy::国际化战略¦financial strategy::财务策略；金融战略¦strategy implementation::策略实施；战略执行¦optimal strategy::最优策略，最佳策略	the government’s long-term economic strategy::政府的长期经济策略¦a company’s business strategy::公司的经营策略
